"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
8.95744434371591,"G3N680","G3N8X9","G3NGT4","G3NI60","G3NMF2","G3NNM8","G3NNT7","G3NX96","G3NXW0","G3NY67","G3NZH1","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PYU1","G3PZK8","G3Q3C4","Q804E3"
8.95742846280336,"G3N8X9","G3NGT4","G3NI60","G3NNM8","G3NNT7","G3NX96","G3NXW0","G3NZH1","G3P1D2","G3P846","G3PCK3","G3PH93","G3PIX9","G3PNK3","G3PPP6","G3PZH5","G3PZK8","G3Q2D6","G3Q972","Q804E3"
8.95741352811456,"G3NCL3","G3NGT4","G3NMF2","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PPP7","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.9573338739574,"G3N680","G3NCL3","G3NGT4","G3NMF2","G3NNM8","G3NNT7","G3NPA2","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3PYU1","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.95699108764529,"G3N680","G3NCL3","G3NGT4","G3NI60","G3NMF2","G3NNM8","G3NNT7","G3NX96","G3NXW0","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3Q2D6","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.95680693536997,"G3N8X9","G3NBM8","G3NGT4","G3NI60","G3NNM8","G3NNT7","G3NX96","G3NXW0","G3NZH1","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PZH5","G3PZK8","G3Q2D6","G3Q3C4","G3Q972","Q804E3"
8.95676920562983,"G3N680","G3N8X9","G3NCL3","G3NGT4","G3NI60","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3Q2D6","G3Q3A5","G3Q3C4","G3Q972","G3QC15","Q804E3"
8.95655906572938,"G3NCL3","G3NGT4","G3NIW2","G3NMF2","G3NNM8","G3NPA2","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PYU1","G3Q2Y3","G3Q3C4","G3QC15"
8.95582329109311,"G3N680","G3NBM8","G3NCL3","G3NGT4","G3NI60","G3NMF2","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3PXM2","G3QC15","Q804E3"
8.95534666627645,"G3N680","G3NGT4","G3NI60","G3NIW2","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NZH1","G3P1D2","G3PCK3","G3PH93","G3PNK3","G3PPP6","G3PZH5","G3Q2D6","G3Q2Y3","G3Q972","G3QC15"
8.95404697582126,"G3N680","G3NCL3","G3NGT4","G3NMF2","G3NNM8","G3NPA2","G3NRG5","G3NX96","G3NXW0","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3PYU1","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
8.95343306288123,"G3NGT4","G3NI60","G3NIW2","G3NMF2","G3NNM8","G3NNT7","G3NPA2","G3NRG5","G3NX96","G3NXW0","G3NY67","G3NZH1","G3P1D2","G3PCK3","G3PIX9","G3PNK3","G3PPP6","G3Q2Y3","G3Q3C4","G3QC15"
8.95288155972958,"G3NCL3","G3NGT4","G3NNM8","G3NNT7","G3NRG5","G3NX96","G3NXW0","G3NY15","G3P1D2","G3PCK3","G3PIX9","G3PPP6","G3PQL2","G3PYU1","G3Q2D6","G3Q3A5","G3Q3C4","G3Q972","G3QC15","Q804E3"
8.95247289538383,"G3N680","G3NCL3","G3NNM8","G3NNT7","G3NX96","G3NY15","G3NY67","G3P1D2","G3PCK3","G3PDR7","G3PIX9","G3PPP6","G3PPP7","G3PYU1","G3PZK8","G3Q2D6","G3Q3A5","G3Q3C4","G3QC15","Q804E3"
