"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
3.6238539814949,"G3N508","G3N6B5","G3N738","G3N8J1","G3NDY7","G3NG36","G3NI23","G3NPV3","G3NTD6","G3NXX5","G3PJ29","G3PQX4","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3QBU5"
3.62318617105484,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q7P7","G3Q874","G3Q9F3","G3Q9K3","G3QBU5"
3.62300765514374,"G3N508","G3N6B5","G3N738","G3N8J1","G3NDY7","G3NG36","G3NI23","G3NPV3","G3NTD6","G3NXX5","G3PJ29","G3PQX4","G3PWE5","G3PY72","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3Q9K3","G3QBU5"
3.62264205515385,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NSD2","G3NTD6","G3NXX5","G3P3G8","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.62249085307121,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NPV3","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PFN1","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.62103043496609,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3NXX5","G3P5V0","G3PFN1","G3PI27","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q9F3","G3QBU5"
3.62033773958683,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NSD2","G3NTD6","G3NXX5","G3P3G8","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.61962097883224,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NI23","G3NLJ0","G3NPV3","G3NTD6","G3NXX5","G3P5V0","G3PFN1","G3PI27","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61929352581501,"G3N508","G3N738","G3N754","G3N8J1","G3NBU5","G3NCF7","G3NH29","G3NTD6","G3NU97","G3NXX5","G3NY86","G3NYX9","G3P6S6","G3PIG1","G3PIZ9","G3PWE5","G3Q2Y3","G3Q6T4","G3Q7P7","G3Q874"
3.6192327439785,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NSD2","G3NTD6","G3NXX5","G3PDH7","G3PI27","G3PJ29","G3PP78","G3PQX4","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.61894956231117,"G3N508","G3N738","G3N754","G3N7U2","G3N8J1","G3NDY7","G3NPV3","G3NTD6","G3NXX5","G3NYX9","G3P2H2","G3P5V0","G3PDH7","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.61891910433769,"G3N508","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3NXX5","G3PFN1","G3PI27","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61873286962509,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3PCE2","G3PDH7","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3PY99","G3Q874","G3Q9K3","G3QBU5"
3.61789986491203,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.61742568016052,"G3N508","G3N6B5","G3N738","G3N8J1","G3NG36","G3NI23","G3NPV3","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61662527918816,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3Q874","G3Q9F3","G3QBU5"
3.6158059835434,"G3N508","G3N6B5","G3N738","G3N8J1","G3NG36","G3NI23","G3NLJ0","G3NPV3","G3NTD6","G3P5V0","G3PJ29","G3PWE5","G3PY72","G3PY99","G3Q289","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3QBU5"
3.61569109559059,"G3N508","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3PDH7","G3PJ29","G3PP78","G3PQX4","G3PUE2","G3PWE5","G3PY06","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.61485342681408,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3QB34","G3QBU5"
3.6137752532959,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3NXX5","G3PI27","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61353965103626,"G3N508","G3N6B5","G3N738","G3N8J1","G3NG36","G3NI23","G3NPV3","G3NTD6","G3NXX5","G3P5V0","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3Q9K3","G3QBU5"
3.61338447034359,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NI23","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PHH2","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3QBU5"
3.61272549629211,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3NXX5","G3PI27","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q2Y3","G3Q7P7","G3Q9F3","G3Q9K3","G3QBU5"
3.61254225671291,"G3N508","G3N738","G3N754","G3N8J1","G3NBU5","G3NCF7","G3NH29","G3NTD6","G3NU97","G3NXX5","G3NY86","G3NYX9","G3P6S6","G3PIG1","G3PIZ9","G3PVK4","G3PWE5","G3Q5J4","G3Q7P7","G3Q874"
3.61136257648468,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PVK4","G3PWE5","G3PY72","G3Q7P7","G3Q874","G3Q9K3","G3QBU5"
3.61132088303566,"G3N508","G3N738","G3N754","G3N8J1","G3NBU5","G3NCF7","G3NH29","G3NTD6","G3NU97","G3NXX5","G3NY86","G3NYX9","G3P6S6","G3PIG1","G3PIZ9","G3PWE5","G3Q2Y3","G3Q5J4","G3Q7P7","G3Q874"
3.61130346357822,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q7P7","G3Q9F3","G3QBU5"
3.61117777228355,"G3N508","G3N6B5","G3N8J1","G3NG36","G3NI23","G3NLJ0","G3NPV3","G3NTD6","G3NXX5","G3P5V0","G3PIZ9","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q8M5","G3Q9F3","G3QBU5"
