"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
2.4070437848568,"G3N5P1","G3N6H3","G3NA14","G3NB86","G3NBX6","G3ND77","G3NDS5","G3NGV7","G3NNI9","G3NSC0","G3NYB9","G3P0D8","G3P507","G3P8K6","G3PU11","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40694916248322,"G3N4W6","G3N6H3","G3NA14","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3P0D8","G3P507","G3PAZ5","G3PCE2","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40647405385971,"G3N5P1","G3N6H3","G3NA14","G3ND40","G3ND77","G3NDS5","G3NDY7","G3NGV7","G3P0D8","G3P507","G3P8K6","G3PU11","G3PWU7","G3PY06","G3PZS2","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
2.40644311904907,"G3N4W6","G3N6H3","G3N8I6","G3NB86","G3ND40","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NRM0","G3NYB9","G3P0D8","G3P507","G3PKP7","G3PU11","G3PWU7","G3PXB8","G3Q307","G3Q9S7","G3QCM9"
2.40579023957253,"G3N5P1","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NNI9","G3NRM0","G3NSC0","G3NYB9","G3P0D8","G3P507","G3P8K6","G3PKP7","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7"
2.40447220206261,"G3N4W6","G3N5P1","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NR25","G3NRM0","G3NSC0","G3P0D8","G3P507","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40243428945541,"G3N4W6","G3N5P1","G3N6H3","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NNI9","G3NR25","G3NSC0","G3NYB9","G3P0D8","G3P507","G3PCE2","G3PKP7","G3PU11","G3PWU7","G3Q307","G3Q9S7","G3Q9U7"
2.40221723914146,"G3N4W6","G3N6B5","G3N6H3","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NR25","G3NSC0","G3P0D8","G3P507","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q6S8","G3Q9S7","G3Q9U7"
2.40195769071579,"G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NNI9","G3NSC0","G3P0D8","G3P507","G3P8K6","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q6S8","G3Q9S7","G3Q9U7"
2.40166985988617,"G3N4W6","G3N6H3","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NIT1","G3NR25","G3NSC0","G3P0D8","G3P507","G3PT08","G3PU11","G3PWU7","G3PZS2","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40130537748337,"G3N6H3","G3NA14","G3NBX6","G3ND77","G3NDS5","G3NGV7","G3NIG2","G3NNI9","G3NRM0","G3NSC0","G3P0D8","G3PCE2","G3PT08","G3PU11","G3PZS2","G3Q297","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40125665068626,"G3N4W6","G3N6H3","G3N8I6","G3NB86","G3NBX6","G3NDS5","G3NGV7","G3NIT1","G3NNI9","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P507","G3PCE2","G3PU11","G3Q307","G3Q4P6","G3Q9S7","G3Q9U7"
2.40125468373299,"G3N4W6","G3N6H3","G3N952","G3NB86","G3NDS5","G3NGV7","G3NIT1","G3NR25","G3NSC0","G3NW63","G3P0D8","G3P507","G3PAZ5","G3PHQ3","G3PWU7","G3Q307","G3Q4P6","G3Q4Z0","G3Q9S7","G3Q9U7"
2.40117076039314,"G3N4W6","G3N5P1","G3N6H3","G3NA14","G3NB86","G3ND77","G3NDS5","G3NGV7","G3NNI9","G3NRM0","G3NSC0","G3NYB9","G3P0D8","G3P507","G3PCE2","G3PKP7","G3PU11","G3PXB8","G3Q307","G3Q9S7"
2.40102910995483,"G3N6H3","G3NA14","G3NB86","G3ND40","G3ND77","G3NDS5","G3NEJ8","G3NGV7","G3NRM0","G3NSC0","G3NVV4","G3NYB9","G3P0D8","G3P507","G3P8K6","G3PT08","G3PY06","G3Q307","G3Q4P6","G3Q9S7"
2.40070466697216,"G3N5P1","G3N6H3","G3NA14","G3NB86","G3ND40","G3ND77","G3NDS5","G3NGV7","G3NRM0","G3NSC0","G3NYB9","G3P0D8","G3P507","G3P8K6","G3PWU7","G3PY06","G3PZS2","G3Q307","G3Q4P6","G3Q9S7"
2.40047192573547,"G3N4W6","G3N5P1","G3N6H3","G3NBX6","G3ND77","G3NDS5","G3NGV7","G3NNI9","G3NR25","G3NRM0","G3NSC0","G3NXQ8","G3P507","G3PCE2","G3PT08","G3PU11","G3PZS2","G3Q297","G3Q9S7","G3Q9U7"
